transaction_id,employee_id,transaction_type,amount,payment_mode,bank_name,account_number,transaction_date,transaction_status
40,14,Salary,62802,Bank Transfer,Indian Overseas Bank,CAWX9542128348738,2024-02-03,Pending
41,14,Reimbursement,135073,Cash,,,2024-12-23,Pending
42,15,Claim_Payout,65184,UPI,UCO Bank,AVGW3993387645942,2024-11-03,Failed
43,15,Salary,69756,UPI,Karnataka Bank,SPFS0982207229056,2024-08-21,Failed
44,15,Claim_Payout,50358,Cash,,,2025-02-24,Success
45,15,Claim_Payout,23963,UPI,CSB Bank,CUGN6260275342537,2023-07-09,Failed
46,16,Claim_Payout,67028,Bank Transfer,Union Bank of India,LGHQ9387366921726,2025-01-30,Success
47,16,Salary,110067,UPI,Bandhan Bank,SRUK3824275842296,2024-09-30,Failed
48,16,Reimbursement,147409,Cash,,,2025-09-28,Pending
49,17,Claim_Payout,127672,UPI,Bandhan Bank,ARCP2944455245029,2023-05-19,Success
50,17,Reimbursement,104457,UPI,Dhanlaxmi Bank,IDXD6968918678561,2023-09-12,Success
51,18,Claim_Payout,118581,UPI,City Union Bank,MKCS5968217787155,2025-11-06,Success
52,18,Salary,121463,Bank Transfer,IDBI Bank,GEJF7178658574851,2025-06-03,Failed
53,19,Salary,134640,Bank Transfer,Indian Bank,NUKQ5074213669618,2023-10-01,Pending
54,19,Claim_Payout,139651,Cash,,,2023-12-30,Failed
55,19,Salary,82674,Bank Transfer,UCO Bank,CITO1119506572036,2024-08-16,Success
56,19,Salary,134042,Bank Transfer,Karnataka Bank,JYSH3717714757177,2025-03-11,Pending
57,20,Claim_Payout,95357,UPI,Jammu & Kashmir Bank,OQLA8441117999294,2023-09-30,Success
58,20,Salary,11137,UPI,Yes Bank,OXFA7338848847656,2025-04-06,Success
59,20,Salary,79709,Cash,,,2025-01-09,Pending
60,20,Claim_Payout,89805,Cash,,,2025-05-13,Pending
61,21,Reimbursement,29732,UPI,Karur Vysya Bank,DDXV6127062127527,2025-12-31,Pending
62,21,Claim_Payout,70234,Cash,,,2023-12-15,Pending
63,21,Salary,105527,UPI,HDFC Bank,FMIK5411075107079,2023-07-24,Success
64,21,Claim_Payout,29116,Cash,,,2024-04-30,Success
65,22,Salary,140172,Cash,,,2025-08-29,Failed
66,22,Salary,97737,UPI,Federal Bank,ORIJ8040365656637,2023-06-11,Pending
67,22,Claim_Payout,20667,Cash,,,2023-10-18,Success
68,23,Claim_Payout,21826,Cash,,,2023-07-23,Success
69,23,Reimbursement,77621,Cash,,,2024-11-26,Success
70,24,Claim_Payout,80951,Cash,,,2024-06-04,Pending
71,24,Salary,93765,Cash,,,2025-07-10,Failed
72,24,Reimbursement,124722,Cash,,,2023-12-16,Success
73,25,Salary,69145,UPI,Jammu & Kashmir Bank,LWYW2157403486851,2024-09-01,Success
74,25,Reimbursement,55170,UPI,UCO Bank,OLQR0552631376280,2024-10-16,Success
75,25,Salary,101595,UPI,IDBI Bank,CMUP0647061859375,2025-02-12,Failed
76,25,Reimbursement,141450,Bank Transfer,Indian Overseas Bank,GGKX1370996596741,2025-12-08,Pending
77,26,Reimbursement,59273,Cash,,,2024-11-02,Success
78,26,Claim_Payout,60674,Cash,,,2023-04-27,Success
79,27,Salary,144788,Bank Transfer,Central Bank of India,YWMN0981968934668,2023-01-23,Success
80,27,Salary,119397,Cash,,,2025-12-24,Failed
81,28,Salary,27337,UPI,Dhanlaxmi Bank,AIJE0413311493167,2023-10-25,Success
82,28,Claim_Payout,136846,Bank Transfer,DCB Bank,TTMH9736587568033,2024-02-11,Success
83,28,Salary,24832,Cash,,,2023-03-30,Pending
84,28,Salary,67817,Cash,,,2024-02-21,Pending
85,29,Reimbursement,75568,UPI,Indian Overseas Bank,SPQN6991218323611,2024-10-21,Failed
86,29,Salary,147619,UPI,CSB Bank,HBNT8613751476542,2025-02-26,Failed
87,30,Claim_Payout,94089,Cash,,,2025-02-22,Failed
88,30,Claim_Payout,74489,Bank Transfer,Jammu & Kashmir Bank,PHUW8474859504522,2024-07-01,Success
89,30,Salary,46080,UPI,Central Bank of India,PCRY9685438221546,2023-05-05,Failed
90,30,Salary,142297,Bank Transfer,Indian Bank,YHKE9242421076093,2023-05-20,Success
91,31,Claim_Payout,116996,UPI,IDBI Bank,ERVK6324250772408,2025-05-18,Failed
92,31,Claim_Payout,83069,Bank Transfer,Nainital Bank,IMXN5816204298677,2025-11-01,Failed
93,31,Reimbursement,144103,Cash,,,2024-06-05,Failed
94,32,Reimbursement,66460,UPI,Canara Bank,GNKZ8531434874818,2023-08-09,Pending
95,32,Salary,29156,Bank Transfer,CSB Bank,WSTL0675423753316,2025-02-03,Failed
96,32,Claim_Payout,60782,Bank Transfer,Karur Vysya Bank,YFUT2434893548592,2025-08-14,Success
97,33,Reimbursement,140254,Bank Transfer,Karnataka Bank,ULST8267784604416,2025-09-16,Pending
98,33,Claim_Payout,45970,Cash,,,2023-04-16,Success
99,34,Claim_Payout,140212,UPI,Dhanlaxmi Bank,PXEE5874954019603,2023-08-09,Success
100,34,Reimbursement,17701,Cash,,,2023-03-09,Success
101,35,Salary,49127,Cash,,,2023-03-05,Pending
102,35,Reimbursement,62390,Bank Transfer,Karnataka Bank,MUER1403077248069,2023-02-08,Failed
103,36,Salary,88641,Cash,,,2025-09-02,Pending
104,36,Claim_Payout,83943,Cash,,,2023-11-16,Success
105,36,Reimbursement,47915,Cash,,,2024-10-24,Failed
106,36,Salary,108450,UPI,Nainital Bank,FYVI7289449020971,2025-11-01,Success
107,37,Claim_Payout,149594,Bank Transfer,Punjab and Sind Bank,AWPP1331943757716,2023-08-05,Failed
108,37,Claim_Payout,59451,Cash,,,2026-01-17,Pending
109,37,Claim_Payout,67700,Cash,,,2025-11-18,Success
110,38,Salary,21160,Cash,,,2025-07-13,Failed
111,38,Reimbursement,50574,Bank Transfer,Karur Vysya Bank,MPDX2984629252189,2024-01-08,Success
112,38,Claim_Payout,89693,UPI,ICICI Bank,JMWU9633256116961,2024-01-18,Success
113,39,Claim_Payout,84033,Cash,,,2023-10-06,Success
114,39,Claim_Payout,10937,Bank Transfer,Yes Bank,OXTO1797793005178,2024-08-18,Success
115,39,Reimbursement,105782,Bank Transfer,Karnataka Bank,RBXR0623980745314,2025-07-16,Failed
116,40,Claim_Payout,133739,Bank Transfer,HDFC Bank,EFCE1243235820009,2025-04-25,Success
117,40,Claim_Payout,14562,UPI,Dhanlaxmi Bank,REXM8648153781842,2024-02-05,Failed
118,40,Claim_Payout,58608,Cash,,,2025-05-25,Pending
119,41,Claim_Payout,120664,UPI,Bandhan Bank,JLWU8596620800177,2023-06-19,Success
120,41,Reimbursement,127861,Bank Transfer,Bank of Baroda,JFHF2365217938987,2023-06-07,Failed
121,41,Claim_Payout,125094,UPI,State Bank of India,UYXP3233524354428,2023-02-27,Failed
122,41,Salary,30351,Cash,,,2023-02-25,Failed
123,42,Reimbursement,92935,Bank Transfer,DCB Bank,URWS0164587377166,2023-01-25,Pending
124,42,Claim_Payout,62333,Cash,,,2023-02-09,Failed
125,42,Salary,44290,UPI,IndusInd Bank,LVBJ3196942181951,2025-09-28,Success
126,43,Reimbursement,39832,Bank Transfer,Tamilnad Mercantile Bank,LPMJ2286388262408,2024-03-03,Pending
127,43,Claim_Payout,144297,UPI,Federal Bank,ZRII4531046649924,2023-12-03,Pending
128,44,Claim_Payout,97069,Bank Transfer,IDBI Bank,MXNS8423620162199,2023-09-18,Success
129,44,Salary,50186,UPI,Canara Bank,ELSR1370138553177,2024-03-15,Failed
130,44,Salary,41689,Bank Transfer,Tamilnad Mercantile Bank,EIUY7748119603523,2025-08-12,Pending
131,45,Salary,62898,Bank Transfer,Nainital Bank,RHFO8836438642206,2024-11-01,Pending
132,45,Reimbursement,141772,UPI,Punjab and Sind Bank,XRYK3376032610964,2024-07-22,Success
133,45,Claim_Payout,132359,UPI,Bank of Maharashtra,WDAT6986991811525,2024-03-30,Success
134,46,Claim_Payout,123069,Bank Transfer,Jammu & Kashmir Bank,PXDF3580633689310,2025-07-17,Pending
135,46,Claim_Payout,140844,Cash,,,2023-12-14,Failed
136,46,Reimbursement,108528,UPI,Federal Bank,EWKC0903591351507,2025-01-26,Success
137,46,Claim_Payout,144394,Bank Transfer,HDFC Bank,YAXL9295182677628,2023-12-16,Success
138,47,Salary,77054,Bank Transfer,South Indian Bank,SUWC9592076623052,2024-08-30,Pending
139,47,Salary,65010,Cash,,,2024-10-25,Failed
140,47,Salary,23877,Bank Transfer,UCO Bank,FDVG5480899345474,2023-08-22,Failed
141,48,Reimbursement,137681,Cash,,,2025-10-03,Pending
142,48,Claim_Payout,91837,UPI,Karnataka Bank,VIXV4223848608881,2024-05-25,Failed
143,48,Reimbursement,76803,Cash,,,2023-03-17,Pending
144,48,Claim_Payout,44207,Cash,,,2023-11-29,Failed
145,49,Claim_Payout,60721,Cash,,,2024-04-12,Success
146,49,Reimbursement,61244,UPI,IDFC First Bank,YRSI3072800666545,2023-07-05,Success
147,50,Claim_Payout,147669,UPI,HDFC Bank,ZOBK3254752658446,2023-09-19,Success
148,50,Claim_Payout,75830,Cash,,,2024-05-28,Success
149,51,Salary,87241,Bank Transfer,ICICI Bank,NGKN4294271322495,2023-09-25,Success
150,51,Claim_Payout,48571,Bank Transfer,Federal Bank,PBZG8614919540867,2025-04-08,Success
151,51,Claim_Payout,129016,Cash,,,2023-03-07,Failed
152,52,Reimbursement,140603,UPI,Tamilnad Mercantile Bank,WHEQ9885348457677,2025-01-10,Pending
153,52,Reimbursement,100025,UPI,Bank of India,LQBK0473192230228,2025-03-09,Success
154,52,Salary,86958,Cash,,,2025-04-12,Failed
155,52,Salary,100120,UPI,Nainital Bank,LKHV8076675511290,2025-03-12,Failed
156,53,Claim_Payout,53667,UPI,RBL Bank,YANM9972754439023,2023-11-15,Success
157,53,Salary,107164,Cash,,,2025-07-09,Success
158,53,Reimbursement,77487,Cash,,,2024-03-02,Success
159,54,Salary,113773,Bank Transfer,Dhanlaxmi Bank,PTKH5650472438828,2023-03-20,Pending
160,54,Claim_Payout,60484,UPI,City Union Bank,XBBZ8679634961104,2023-11-26,Success
161,54,Reimbursement,24647,Bank Transfer,Bank of Baroda,GCSD9110716009142,2025-10-09,Success
162,55,Salary,118008,UPI,Punjab National Bank,UPFQ4499476677302,2024-10-25,Success
163,55,Reimbursement,46341,Cash,,,2024-06-30,Pending
164,55,Claim_Payout,61283,UPI,Dhanlaxmi Bank,VJVN8981430376563,2025-07-29,Failed
165,56,Claim_Payout,135097,UPI,Punjab and Sind Bank,CGUK6712085206247,2023-11-01,Success
166,56,Salary,32867,Cash,,,2023-11-29,Success
167,56,Salary,21415,UPI,Nainital Bank,HUAU5797702463064,2023-07-04,Pending
168,56,Claim_Payout,78653,Cash,,,2024-02-10,Failed
169,57,Reimbursement,89965,Bank Transfer,IndusInd Bank,MFTC3430788041111,2025-11-08,Success
170,57,Salary,82673,Bank Transfer,Canara Bank,BKVX6031969572059,2026-01-03,Pending
171,58,Reimbursement,124778,Bank Transfer,RBL Bank,JPXO9267060227985,2025-04-08,Success
172,58,Claim_Payout,13339,Bank Transfer,Nainital Bank,FKJH9658473193903,2023-08-10,Success
173,58,Claim_Payout,27331,Cash,,,2026-01-20,Failed
174,59,Claim_Payout,29121,Cash,,,2023-10-06,Success
175,59,Reimbursement,71916,Bank Transfer,IDBI Bank,RRIE2300324077075,2024-09-10,Success
176,59,Claim_Payout,91362,Bank Transfer,Jammu & Kashmir Bank,GJSZ5278626722434,2024-12-08,Pending
177,60,Claim_Payout,91761,Bank Transfer,Bandhan Bank,DGZZ0599328678807,2024-02-05,Pending
178,60,Reimbursement,116786,Bank Transfer,Tamilnad Mercantile Bank,NKXA4506477729206,2024-02-13,Pending
179,61,Claim_Payout,123702,Bank Transfer,Indian Bank,REGO8495277862422,2023-12-17,Failed
180,61,Salary,30338,UPI,CSB Bank,ZAMC7466699357230,2024-09-28,Failed
181,61,Claim_Payout,100421,Bank Transfer,ICICI Bank,HQFQ0971214257525,2025-02-26,Failed
182,62,Claim_Payout,93043,Cash,,,2025-06-11,Pending
183,62,Reimbursement,71218,UPI,ICICI Bank,XBRG9827923540198,2024-09-18,Pending
184,62,Claim_Payout,138639,UPI,Kotak Mahindra Bank,LWGI0950423450552,2023-02-27,Success
185,62,Claim_Payout,61728,Cash,,,2023-08-09,Failed
186,63,Claim_Payout,77525,Bank Transfer,Punjab National Bank,PHRV6180234683795,2025-05-24,Pending
187,63,Reimbursement,31967,Cash,,,2024-01-08,Success
188,63,Claim_Payout,109272,Bank Transfer,IDBI Bank,PAOT7327265434796,2023-04-27,Success
189,63,Claim_Payout,35146,Cash,,,2024-03-03,Success
190,64,Salary,113857,UPI,Canara Bank,YLYM6518449737756,2024-02-13,Pending
191,64,Reimbursement,129158,Cash,,,2025-06-24,Failed
192,64,Salary,58814,Cash,,,2023-05-24,Failed
193,65,Claim_Payout,125695,Cash,,,2023-03-05,Pending
194,65,Claim_Payout,145275,UPI,Bank of India,SZVS9327279642694,2025-09-12,Pending
195,65,Claim_Payout,20360,UPI,Bank of Baroda,DSNN7661470594634,2024-09-29,Failed
196,65,Reimbursement,32398,UPI,Karnataka Bank,ORWY8048804107128,2023-11-29,Failed
197,66,Salary,57488,UPI,ICICI Bank,LZJZ3482648917248,2023-05-27,Failed
198,66,Salary,112320,Bank Transfer,Bandhan Bank,IURI5266807107038,2024-03-31,Success
199,66,Claim_Payout,93249,Bank Transfer,Punjab and Sind Bank,DWBD7823843955520,2024-09-27,Failed
200,66,Salary,96540,Bank Transfer,South Indian Bank,TQEY6399187730996,2024-07-17,Pending
201,67,Reimbursement,12068,Bank Transfer,Union Bank of India,HBIF0826014967345,2024-08-22,Failed
202,67,Reimbursement,30170,UPI,Kotak Mahindra Bank,PVHH6316013398086,2024-04-08,Success
203,67,Reimbursement,94710,UPI,IDBI Bank,XTHG3369299838390,2024-11-18,Success
204,67,Claim_Payout,85098,Bank Transfer,Bank of Maharashtra,FSDK0037910969853,2024-06-21,Success
205,68,Reimbursement,88365,Cash,,,2024-03-14,Success
206,68,Reimbursement,90415,UPI,Nainital Bank,OTIR3629672279054,2025-01-09,Success
207,68,Salary,149357,UPI,Karnataka Bank,GOZG0740295322293,2025-02-23,Success
208,68,Salary,70861,Bank Transfer,Tamilnad Mercantile Bank,PQYS6415724698372,2023-05-06,Failed
209,69,Salary,114977,Cash,,,2024-12-09,Success
210,69,Salary,137245,UPI,State Bank of India,RKAH4014450556962,2024-10-20,Failed
211,70,Reimbursement,12119,Cash,,,2023-10-02,Failed
212,70,Salary,138927,UPI,Karnataka Bank,UGNM2842556488695,2025-09-11,Failed
213,70,Reimbursement,15983,UPI,City Union Bank,ITOC7032904662113,2025-12-15,Success
214,70,Claim_Payout,64451,Bank Transfer,DCB Bank,DMBW7479299146734,2023-02-11,Failed
215,71,Claim_Payout,49992,Cash,,,2024-08-12,Success
216,71,Claim_Payout,45247,Cash,,,2024-03-01,Pending
217,71,Claim_Payout,38646,UPI,Karnataka Bank,LXPA5125151962695,2023-05-23,Failed
218,72,Reimbursement,98633,Bank Transfer,UCO Bank,ECFW5778811877675,2024-10-21,Success
219,72,Claim_Payout,120710,Cash,,,2025-11-05,Success
220,72,Salary,70289,Cash,,,2024-10-16,Failed
221,73,Salary,147096,UPI,Axis Bank,IENN0022863088181,2023-09-06,Pending
222,73,Salary,41279,Cash,,,2023-07-08,Pending
223,74,Claim_Payout,49524,Bank Transfer,Kotak Mahindra Bank,IGNW2722614595401,2025-02-10,Pending
224,74,Claim_Payout,62093,UPI,Karnataka Bank,JSAE8283817315645,2023-08-30,Success
225,75,Salary,31335,UPI,IndusInd Bank,ATYE9272878473695,2025-03-28,Success
226,75,Salary,83535,Bank Transfer,ICICI Bank,BCYE4225412256819,2024-07-26,Pending
227,76,Claim_Payout,15989,Bank Transfer,Jammu & Kashmir Bank,ISZO0727433527639,2024-12-28,Failed
228,76,Reimbursement,78333,Cash,,,2025-03-09,Failed
229,77,Reimbursement,68515,Bank Transfer,ICICI Bank,DOJX2646771940279,2026-01-06,Pending
230,77,Salary,100383,Cash,,,2025-04-26,Failed
231,77,Salary,132193,UPI,Karnataka Bank,REAH0641675850620,2024-05-25,Success
232,77,Salary,74439,UPI,Union Bank of India,UNAX1255244155374,2023-11-30,Failed
233,78,Salary,121894,Bank Transfer,Jammu & Kashmir Bank,DWRY0524972076098,2025-11-24,Success
234,78,Reimbursement,12045,Bank Transfer,State Bank of India,TWAI0420797525777,2024-01-04,Pending
235,78,Salary,61423,Cash,,,2025-04-23,Failed
236,78,Reimbursement,95370,Bank Transfer,South Indian Bank,RFDE6847264430881,2025-07-13,Failed
237,79,Claim_Payout,147228,Cash,,,2023-10-02,Failed
238,79,Reimbursement,60989,UPI,Dhanlaxmi Bank,OAUH8178355058017,2024-01-23,Pending
239,79,Reimbursement,98203,Bank Transfer,Central Bank of India,YZFI0189083871137,2023-03-02,Failed
240,80,Claim_Payout,56828,UPI,Yes Bank,IQIN5321427804027,2026-01-10,Success
241,80,Claim_Payout,38823,UPI,Central Bank of India,THUL8988305532794,2023-04-30,Failed
242,81,Claim_Payout,22274,UPI,UCO Bank,DLCY3966006605619,2024-12-16,Success
243,81,Claim_Payout,46861,Bank Transfer,Bandhan Bank,LKBL1490379798278,2025-05-30,Success
244,81,Reimbursement,87927,Cash,,,2025-11-15,Failed
245,82,Salary,84354,Bank Transfer,Bandhan Bank,CDDB7700921402060,2023-08-05,Failed
246,82,Salary,20906,Bank Transfer,UCO Bank,VBOB3270206610037,2025-08-23,Pending
247,83,Claim_Payout,32883,Cash,,,2025-03-07,Failed
248,83,Salary,73094,Cash,,,2024-02-04,Success
249,83,Salary,119478,Cash,,,2023-01-26,Failed
250,83,Salary,120885,Cash,,,2023-06-26,Success
251,84,Claim_Payout,78428,UPI,Indian Overseas Bank,GGCV8456729729507,2023-08-30,Pending
252,84,Reimbursement,67447,Cash,,,2025-05-19,Failed
253,84,Reimbursement,24540,UPI,Indian Bank,HIUQ9360079455744,2024-04-21,Pending
254,84,Salary,124724,Cash,,,2024-05-10,Failed
255,85,Reimbursement,88721,Bank Transfer,Jammu & Kashmir Bank,LLVP9262820368198,2025-09-11,Failed
256,85,Claim_Payout,60545,Bank Transfer,Bank of India,KXTB8174820034460,2023-07-10,Failed
257,85,Claim_Payout,89756,Cash,,,2023-01-26,Failed
258,85,Claim_Payout,104381,Cash,,,2025-04-14,Failed
259,86,Reimbursement,146844,Cash,,,2024-08-29,Failed
260,86,Reimbursement,106370,Bank Transfer,State Bank of India,OISM1622945743316,2023-10-15,Pending
261,87,Claim_Payout,110540,UPI,Indian Overseas Bank,TGOP6810184176154,2023-02-09,Failed
262,87,Salary,66849,UPI,Indian Bank,JXRH9593876723771,2025-04-15,Pending
263,87,Reimbursement,70737,UPI,Kotak Mahindra Bank,HCTX5047248583728,2025-08-08,Pending
264,87,Claim_Payout,81239,UPI,Karnataka Bank,JYPJ2859572973108,2026-01-10,Success
265,88,Claim_Payout,21217,Cash,,,2023-11-06,Success
266,88,Salary,26679,Cash,,,2025-01-14,Pending
267,88,Reimbursement,142827,Bank Transfer,Jammu & Kashmir Bank,YDTC0081473001885,2025-06-26,Failed
268,88,Salary,113834,Cash,,,2025-04-09,Pending
269,89,Reimbursement,139756,Cash,,,2023-07-13,Failed
270,89,Salary,12293,Bank Transfer,IDFC First Bank,DDOP2934566274614,2023-06-10,Failed
271,90,Reimbursement,51901,UPI,Canara Bank,UVGV1540133636375,2025-08-30,Success
272,90,Reimbursement,20073,Bank Transfer,Nainital Bank,ARJU4706233061986,2023-12-28,Success
273,90,Salary,118299,Bank Transfer,Central Bank of India,JEOA2445607181125,2023-04-08,Pending
274,91,Reimbursement,11595,Cash,,,2024-02-10,Success
275,91,Reimbursement,103144,UPI,Central Bank of India,ANJM9058736716231,2023-07-24,Success
276,91,Salary,76552,UPI,RBL Bank,HEJS3962595853162,2023-02-19,Pending
277,92,Reimbursement,113834,UPI,City Union Bank,MIHU6305275695178,2023-03-07,Failed
278,92,Salary,119477,Cash,,,2025-07-25,Failed
279,92,Salary,52076,Cash,,,2024-02-13,Pending
280,93,Salary,103809,Cash,,,2023-11-18,Pending
281,93,Claim_Payout,55396,UPI,Punjab National Bank,GYMK0107235885489,2025-01-04,Success
282,93,Claim_Payout,115847,UPI,Tamilnad Mercantile Bank,RRGO0307469924982,2023-10-20,Failed
283,94,Salary,117076,UPI,Federal Bank,HRPE5407765819687,2025-10-04,Success
284,94,Claim_Payout,12614,Cash,,,2025-12-30,Pending
285,94,Claim_Payout,103130,UPI,Karnataka Bank,VGBJ3803293723811,2025-07-19,Failed
286,95,Salary,100124,UPI,Bank of India,VCEI6043471188630,2024-07-22,Pending
287,95,Reimbursement,19336,UPI,Bandhan Bank,VDSF2432602704767,2023-05-15,Success
288,95,Claim_Payout,125161,UPI,Bandhan Bank,FKXJ0728526790168,2025-12-08,Success
289,96,Salary,123478,Bank Transfer,Jammu & Kashmir Bank,NRGI1214343817058,2025-06-23,Success
290,96,Claim_Payout,59919,Bank Transfer,Punjab and Sind Bank,FWDE7020615785166,2025-02-22,Pending
291,96,Claim_Payout,64370,Bank Transfer,Indian Bank,CZBG8167108859785,2023-03-08,Pending
292,97,Claim_Payout,77564,Cash,,,2025-11-24,Pending
293,97,Salary,111160,Bank Transfer,IndusInd Bank,NDST2170584410197,2025-12-05,Success
294,97,Reimbursement,37768,Bank Transfer,Kotak Mahindra Bank,ZWWD1585574334976,2024-03-13,Pending
295,98,Claim_Payout,33109,Cash,,,2023-11-12,Failed
296,98,Reimbursement,45141,Cash,,,2024-07-27,Pending
297,99,Claim_Payout,135720,Bank Transfer,Kotak Mahindra Bank,KIZL8854278980494,2023-08-16,Pending
298,99,Reimbursement,34491,Bank Transfer,Bandhan Bank,YXMK0492238896451,2024-08-08,Pending
299,100,Reimbursement,65797,UPI,Union Bank of India,DDHA8170155184073,2025-02-14,Failed
300,100,Salary,31658,UPI,Bank of India,QVMV9075516607064,2024-11-08,Pending
301,100,Reimbursement,36755,Bank Transfer,IDFC First Bank,JFXL3899015675066,2025-03-12,Success
302,100,Reimbursement,72921,UPI,ICICI Bank,OSJK1211389632483,2024-09-03,Failed
303,101,Reimbursement,12184,UPI,Canara Bank,XHBJ5211178231577,2024-12-14,Pending
304,101,Claim_Payout,61738,Bank Transfer,Dhanlaxmi Bank,MWJZ3317068913646,2025-12-22,Pending
305,101,Claim_Payout,52037,UPI,ICICI Bank,LPLA0230307926813,2025-03-28,Success
306,101,Claim_Payout,106497,UPI,Federal Bank,BBVQ8756088834961,2024-10-08,Failed
307,102,Reimbursement,48377,Bank Transfer,Bank of India,DGUG2139368143796,2025-12-07,Success
308,102,Salary,90280,UPI,Tamilnad Mercantile Bank,AWSC5559062539509,2023-03-29,Success
309,102,Reimbursement,68756,Cash,,,2023-09-29,Failed
310,103,Reimbursement,103550,UPI,Punjab and Sind Bank,ZPBU2384027691267,2023-09-17,Success
311,103,Claim_Payout,18022,Cash,,,2025-02-28,Pending
312,103,Salary,141068,UPI,Indian Bank,ZJHI6103589800926,2023-09-19,Failed
313,103,Salary,147666,Cash,,,2023-09-23,Failed
314,104,Reimbursement,116166,Cash,,,2024-01-27,Success
315,104,Reimbursement,85261,Bank Transfer,Tamilnad Mercantile Bank,GFAE0717078733248,2023-06-10,Success
316,104,Reimbursement,43403,UPI,Nainital Bank,SZQN0761260752825,2023-02-28,Failed
317,105,Salary,125482,Bank Transfer,Nainital Bank,LQOS3707338422440,2024-01-15,Success
318,105,Claim_Payout,52461,Cash,,,2024-11-23,Failed
319,106,Claim_Payout,139657,Cash,,,2025-10-22,Success
320,106,Salary,96778,UPI,Punjab and Sind Bank,AJOC3811896191502,2023-06-08,Success
321,106,Salary,62847,Cash,,,2024-05-14,Failed
322,106,Salary,78417,UPI,IDBI Bank,XVYM8870494711010,2023-12-31,Pending
323,107,Claim_Payout,73419,Cash,,,2025-06-21,Success
324,107,Salary,148254,Cash,,,2024-03-12,Failed
325,107,Reimbursement,129449,Cash,,,2024-03-13,Failed
326,107,Salary,134821,UPI,Tamilnad Mercantile Bank,SPDT4873292503712,2024-10-21,Failed
327,108,Salary,60119,Cash,,,2025-07-03,Success
328,108,Claim_Payout,143652,Cash,,,2024-10-10,Failed
