transaction_id,employee_id,transaction_type,amount,payment_mode,bank_name,account_number,transaction_date,transaction_status
32,10,Reimbursement,29325,Bank Transfer,Karnataka Bank,YADG3213936814379,2024-09-18,Success
33,10,Claim_Payout,127022,Cash,,,2025-12-08,Pending
34,10,Reimbursement,107724,Cash,,,2025-02-21,Failed
35,11,Reimbursement,61476,Bank Transfer,Bank of Baroda,WSCW5559062539509,2023-03-30,Failed
36,11,Salary,87921,Cash,,,2023-09-30,Pending
37,11,Reimbursement,63750,UPI,Punjab and Sind Bank,ZPBU2384027691267,2023-09-18,Failed
38,12,Reimbursement,20720,Bank Transfer,Tamilnad Mercantile Bank,WCZJ3461035898009,2023-09-29,Failed
39,12,Reimbursement,103643,Bank Transfer,Kotak Mahindra Bank,EWFH7320207170787,2023-11-23,Success
40,13,Salary,68216,UPI,Axis Bank,EIRY1798607612607,2024-05-30,Success
41,13,Reimbursement,141284,Cash,,,2023-08-12,Pending
42,13,Salary,88237,Cash,,,2025-06-02,Success
43,13,Claim_Payout,82680,Bank Transfer,UCO Bank,KAOL8793707338422,2024-04-30,Failed
44,14,Salary,88989,UPI,Federal Bank,WAHN2047138118961,2025-08-25,Pending
45,14,Salary,54945,Bank Transfer,Central Bank of India,LBFC4568870494711,2025-12-31,Pending
46,14,Salary,78171,UPI,Bank of Baroda,CZAZ3944979719487,2023-12-22,Success
47,15,Reimbursement,48554,Bank Transfer,State Bank of India,SEKZ0371269680170,2025-03-27,Success
48,15,Salary,45949,Bank Transfer,City Union Bank,DXCT7103123260397,2024-11-11,Success
49,15,Claim_Payout,49933,Cash,,,2023-10-14,Failed
50,15,Salary,79118,Cash,,,2025-09-02,Success
51,16,Reimbursement,29787,UPI,Tamilnad Mercantile Bank,OYGB8664067361676,2023-04-21,Pending
52,16,Salary,122243,UPI,UCO Bank,LWYO4780422294544,2024-05-26,Pending
53,16,Reimbursement,92781,UPI,State Bank of India,FBUZ8665441612033,2025-12-07,Failed
54,17,Claim_Payout,122995,UPI,Bank of Maharashtra,NDSY9410883112798,2023-07-18,Success
55,17,Salary,64084,Bank Transfer,ICICI Bank,ZKSS8158424350878,2025-07-14,Success
56,18,Reimbursement,63991,UPI,CSB Bank,TEJA8027837691368,2024-02-11,Failed
57,18,Reimbursement,41221,UPI,Bank of Maharashtra,HIUV9757717839566,2024-11-18,Pending
58,19,Reimbursement,148631,Bank Transfer,Central Bank of India,OIAH2973676618549,2025-12-27,Pending
59,19,Reimbursement,74567,Cash,,,2025-02-21,Failed
60,20,Claim_Payout,13610,UPI,Central Bank of India,VVSF9901022909124,2025-10-22,Failed
61,20,Claim_Payout,146810,UPI,ICICI Bank,EZGI0800393554987,2024-02-07,Success
62,21,Claim_Payout,103981,UPI,City Union Bank,IIJI3922802487706,2026-01-22,Failed
63,21,Reimbursement,67232,Bank Transfer,Union Bank of India,MEGA1670069979577,2024-06-26,Success
64,21,Claim_Payout,113798,Cash,,,2025-02-01,Failed
65,22,Claim_Payout,34763,Bank Transfer,DCB Bank,UVWK4708921400852,2024-12-27,Failed
66,22,Reimbursement,76484,Cash,,,2025-05-20,Failed
67,22,Claim_Payout,139326,UPI,CSB Bank,BJPA0218156132992,2024-05-02,Pending
68,22,Salary,51986,Bank Transfer,Dhanlaxmi Bank,GDGO0280133414863,2024-09-19,Pending
69,23,Claim_Payout,83187,UPI,Kotak Mahindra Bank,DIVR8568237618387,2023-10-16,Pending
70,23,Reimbursement,25751,Bank Transfer,Karnataka Bank,NMXY8834360554670,2025-07-23,Pending
71,23,Claim_Payout,83497,UPI,RBL Bank,FADN3741277928597,2024-05-30,Success
72,23,Salary,23992,Cash,,,2025-07-06,Success
73,24,Claim_Payout,86418,Cash,,,2023-08-19,Success
74,24,Claim_Payout,11944,UPI,Punjab and Sind Bank,XVZC4055212714436,2023-08-15,Pending
75,25,Claim_Payout,64768,Cash,,,2023-04-04,Success
76,25,Reimbursement,105433,UPI,Federal Bank,WIWK5344472221339,2023-09-10,Failed
77,25,Reimbursement,28870,Bank Transfer,RBL Bank,FIRA6318716299191,2024-10-20,Pending
78,25,Salary,13456,Bank Transfer,CSB Bank,AVVO5797519606980,2024-12-02,Failed
79,26,Reimbursement,56390,Bank Transfer,HDFC Bank,LPJA9135646393404,2024-11-21,Pending
80,26,Claim_Payout,47466,UPI,RBL Bank,XHAD2010672219592,2025-02-03,Pending
81,26,Claim_Payout,95660,Bank Transfer,Indian Overseas Bank,GWRW5516806903578,2025-08-05,Failed
82,26,Reimbursement,50813,Bank Transfer,City Union Bank,EIOO6165082606093,2024-05-05,Pending
83,27,Salary,66902,UPI,Tamilnad Mercantile Bank,URIB3164130383508,2024-01-03,Failed
84,27,Claim_Payout,18652,Cash,,,2025-05-08,Pending
85,27,Claim_Payout,60164,Bank Transfer,Bank of India,TXWI9231247289491,2024-12-25,Success
86,27,Claim_Payout,125486,Bank Transfer,Union Bank of India,LCNT9181565531535,2025-10-19,Failed
87,28,Claim_Payout,37060,UPI,Kotak Mahindra Bank,DGSE8368893427423,2023-08-21,Pending
88,28,Salary,84627,Cash,,,2024-03-05,Failed
89,28,Reimbursement,112135,Bank Transfer,City Union Bank,DQCT1157055026019,2023-10-20,Pending
90,28,Salary,141663,UPI,Axis Bank,EQKV5199517368045,2023-05-09,Success
91,29,Salary,139065,Cash,,,2025-03-26,Pending
92,29,Salary,114146,UPI,CSB Bank,QXHM0561366237963,2025-07-29,Pending
93,29,Reimbursement,88819,Bank Transfer,ICICI Bank,LSSN3428296744331,2024-03-02,Failed
94,29,Claim_Payout,103116,UPI,Central Bank of India,IMNK8278603865164,2024-11-12,Success
95,30,Salary,136631,UPI,Kotak Mahindra Bank,ABLB5813928875104,2023-12-03,Pending
96,30,Salary,96348,Bank Transfer,IDBI Bank,BWVE2355877227421,2023-07-01,Success
97,30,Salary,138513,Bank Transfer,Indian Bank,DOIC8411414872419,2024-12-22,Success
98,31,Salary,129778,Bank Transfer,South Indian Bank,IQVY7145446081103,2025-08-19,Failed
99,31,Claim_Payout,78310,UPI,Canara Bank,BVKE2183927916749,2023-08-19,Pending
100,31,Salary,18992,Cash,,,2024-01-31,Success
101,32,Salary,113948,UPI,Axis Bank,WUKY3633892563379,2025-05-28,Failed
102,32,Salary,36210,Cash,,,2024-12-23,Success
103,32,Claim_Payout,147231,Bank Transfer,Bank of Baroda,ALHN1790899704712,2023-06-25,Success
104,33,Salary,61267,Bank Transfer,Karnataka Bank,XNXK6225281718905,2025-03-08,Pending
105,33,Claim_Payout,119390,Bank Transfer,Bandhan Bank,ZPRS6017655719204,2023-08-01,Failed
106,34,Reimbursement,52546,Bank Transfer,State Bank of India,QYYN5705462207396,2024-08-10,Success
107,34,Salary,95921,UPI,RBL Bank,PEAK6887909851024,2023-12-26,Failed
108,34,Reimbursement,17134,Bank Transfer,Jammu & Kashmir Bank,IHGI7922508172146,2025-07-14,Pending
109,35,Salary,127170,UPI,Karnataka Bank,INKA6793058353729,2025-02-10,Pending
110,35,Reimbursement,78270,Cash,,,2023-03-26,Failed
111,36,Claim_Payout,89571,Bank Transfer,CSB Bank,HXFO3030682548492,2024-09-11,Failed
112,36,Reimbursement,47859,Bank Transfer,RBL Bank,IQLR7370916737103,2025-02-21,Pending
113,37,Salary,114078,UPI,IDBI Bank,UGGA7549070613752,2025-11-29,Failed
114,37,Salary,10982,UPI,ICICI Bank,RDNU1215447538568,2024-01-07,Pending
115,37,Reimbursement,83140,Cash,,,2023-08-18,Failed
116,38,Claim_Payout,103917,Cash,,,2023-09-23,Pending
117,38,Salary,81658,Bank Transfer,Nainital Bank,VBZB8174451169990,2024-03-28,Pending
118,38,Reimbursement,108723,UPI,Central Bank of India,PXBK7758899506718,2025-08-03,Pending
119,38,Reimbursement,127145,Cash,,,2025-04-03,Success
120,39,Reimbursement,101951,Cash,,,2023-12-09,Failed
121,39,Reimbursement,102032,Cash,,,2024-03-13,Failed
122,39,Reimbursement,24398,Bank Transfer,Jammu & Kashmir Bank,UFPL4354927611888,2023-04-10,Failed
123,40,Claim_Payout,100401,Cash,,,2023-03-05,Pending
124,40,Salary,12132,Bank Transfer,Punjab and Sind Bank,VKZB4707590202787,2025-07-22,Failed
125,40,Reimbursement,106983,Bank Transfer,Jammu & Kashmir Bank,VXZO9758019520456,2025-07-11,Success
126,40,Reimbursement,131338,Cash,,,2025-10-06,Pending
127,41,Salary,85686,Bank Transfer,Indian Overseas Bank,YOOG1104468580424,2024-03-29,Success
128,41,Reimbursement,21310,UPI,Punjab National Bank,RXDJ3355904029069,2025-10-24,Failed
129,41,Claim_Payout,30681,UPI,Central Bank of India,IKRB5626166036528,2025-10-17,Failed
130,42,Salary,130913,Bank Transfer,Bank of India,FGEI9182151139006,2023-09-09,Pending
131,42,Reimbursement,20446,UPI,Bandhan Bank,YCCK6768710075008,2023-07-20,Failed
132,42,Salary,25862,Cash,,,2025-07-13,Success
133,42,Claim_Payout,107936,Bank Transfer,Indian Bank,FRRR4573860666496,2024-02-23,Pending
134,43,Reimbursement,128288,UPI,RBL Bank,VMNO9556065557053,2024-05-13,Failed
135,43,Reimbursement,56250,Bank Transfer,Tamilnad Mercantile Bank,UCLM8558998432163,2023-10-02,Success
136,44,Claim_Payout,120043,UPI,Nainital Bank,UWEV6268795261460,2024-11-22,Pending
137,44,Salary,18877,Cash,,,2023-04-15,Success
138,44,Reimbursement,23047,Bank Transfer,Kotak Mahindra Bank,UTTV1284835537380,2023-05-17,Failed
139,45,Salary,100116,Cash,,,2023-10-07,Failed
140,45,Reimbursement,26083,Cash,,,2025-01-18,Pending
141,45,Claim_Payout,110805,Cash,,,2025-07-31,Pending
142,46,Claim_Payout,131317,Bank Transfer,Union Bank of India,RAGE5007132960131,2023-05-19,Failed
143,46,Claim_Payout,12187,Bank Transfer,Yes Bank,NTJE0109555320401,2024-08-11,Failed
144,46,Salary,38409,UPI,Bank of Maharashtra,SYEB7426218317982,2024-12-18,Success
145,47,Reimbursement,67100,Cash,,,2023-12-10,Pending
146,47,Claim_Payout,97405,Cash,,,2024-07-21,Failed
147,47,Claim_Payout,100171,Bank Transfer,Canara Bank,EJCY1106172440008,2025-10-05,Pending
148,48,Claim_Payout,54537,Cash,,,2025-01-21,Pending
149,48,Claim_Payout,138746,Bank Transfer,Bandhan Bank,BUCV8282820440977,2025-12-14,Pending
150,48,Reimbursement,140070,Bank Transfer,Kotak Mahindra Bank,FFCS6260701945150,2023-06-05,Failed
151,49,Salary,126291,Cash,,,2024-02-18,Failed
152,49,Salary,139622,UPI,IDBI Bank,ASHD1627450770609,2025-05-15,Pending
153,50,Salary,29178,Cash,,,2024-05-23,Success
154,50,Reimbursement,99689,Bank Transfer,City Union Bank,LLWL4555709124699,2024-05-26,Success
155,51,Salary,26580,Cash,,,2023-04-11,Success
156,51,Reimbursement,14821,Cash,,,2024-09-20,Success
157,52,Claim_Payout,116746,UPI,IDBI Bank,SZGB5904200761330,2024-05-28,Pending
158,52,Salary,90624,UPI,South Indian Bank,CAQL7675290417091,2023-02-21,Failed
159,52,Claim_Payout,119098,Bank Transfer,Karur Vysya Bank,DAGV3917523271388,2023-03-29,Success
160,52,Claim_Payout,89008,Cash,,,2024-08-06,Failed
161,53,Claim_Payout,55517,Cash,,,2025-11-30,Failed
162,53,Reimbursement,40265,UPI,City Union Bank,BNHE6925823593679,2025-12-22,Failed
163,53,Claim_Payout,77697,UPI,Nainital Bank,PQFH7256345567128,2023-07-15,Pending
164,53,Claim_Payout,73842,Cash,,,2023-09-29,Pending
165,54,Claim_Payout,92262,UPI,Jammu & Kashmir Bank,RUGZ1370185200213,2025-08-06,Success
166,54,Reimbursement,130429,Cash,,,2023-06-13,Pending
167,55,Claim_Payout,82629,UPI,IndusInd Bank,PTQU5373758319949,2025-07-17,Success
168,55,Reimbursement,16979,Bank Transfer,Karnataka Bank,KHUW3842897113344,2024-01-16,Failed
169,55,Claim_Payout,93153,Bank Transfer,Punjab and Sind Bank,XHLZ8453360137892,2024-11-10,Failed
170,55,Salary,149746,Cash,,,2025-07-28,Success
171,56,Salary,144726,Bank Transfer,Karur Vysya Bank,LPPR3943890954750,2023-09-22,Pending
172,56,Claim_Payout,93617,Cash,,,2025-09-17,Pending
173,57,Salary,19841,UPI,Kotak Mahindra Bank,DYMK5350268674669,2024-03-29,Failed
174,57,Claim_Payout,15483,Cash,,,2023-09-24,Failed
175,58,Reimbursement,104465,Cash,,,2023-11-19,Success
176,58,Claim_Payout,107790,UPI,Canara Bank,PLVL8452328664374,2023-01-24,Success
177,58,Claim_Payout,96549,Bank Transfer,State Bank of India,XBJK9009714906202,2024-03-12,Success
178,59,Reimbursement,108642,Cash,,,2023-06-01,Success
179,59,Reimbursement,22546,Bank Transfer,South Indian Bank,UFCH6391923285124,2023-02-06,Success
180,59,Reimbursement,60605,UPI,Kotak Mahindra Bank,UCIW8978029374632,2025-11-23,Success
181,59,Salary,26105,Cash,,,2023-09-03,Pending
182,60,Salary,136449,UPI,Nainital Bank,MZHB2789938775387,2023-05-26,Failed
183,60,Salary,87273,Cash,,,2024-03-01,Success
184,60,Salary,24939,UPI,Federal Bank,TLKT0688560826472,2025-08-04,Success
185,61,Reimbursement,101914,Bank Transfer,Jammu & Kashmir Bank,MSWC0400588453651,2024-01-07,Success
186,61,Reimbursement,21838,Bank Transfer,Canara Bank,TJKR6159160189740,2025-11-23,Failed
187,61,Claim_Payout,87843,UPI,Bank of Maharashtra,YTOP4190769765761,2023-03-27,Pending
188,62,Salary,102746,Bank Transfer,City Union Bank,JBEL4452957750715,2025-10-14,Success
189,62,Claim_Payout,113832,Bank Transfer,IndusInd Bank,GXDJ4890410126248,2023-06-29,Pending
190,62,Reimbursement,21393,UPI,Karnataka Bank,IJDJ3528145354124,2023-05-19,Pending
191,62,Reimbursement,52424,Cash,,,2023-08-08,Failed
192,63,Salary,59853,Bank Transfer,Punjab and Sind Bank,AONZ9600257164239,2023-12-31,Pending
193,63,Reimbursement,20094,Bank Transfer,Tamilnad Mercantile Bank,EQZD3743742067370,2023-05-20,Pending
194,63,Claim_Payout,30392,UPI,DCB Bank,CUTQ9409688562431,2023-04-28,Success
195,64,Salary,76204,Bank Transfer,DCB Bank,IYIC9313066236872,2023-03-13,Pending
196,64,Claim_Payout,140372,UPI,DCB Bank,EXNB0128760101769,2024-11-20,Success
197,64,Salary,118142,UPI,IndusInd Bank,ISVE8955898957202,2024-02-05,Success
198,65,Salary,36068,Bank Transfer,Bank of Baroda,HRYM6653114653466,2024-04-02,Pending
199,65,Claim_Payout,73095,Cash,,,2024-09-09,Success
200,66,Claim_Payout,58830,Cash,,,2023-12-15,Pending
201,66,Claim_Payout,141622,Cash,,,2025-03-20,Success
202,66,Claim_Payout,67113,Cash,,,2024-05-31,Success
203,66,Claim_Payout,63263,Cash,,,2023-12-01,Pending
204,67,Claim_Payout,30777,UPI,Federal Bank,UMHY8810197469965,2024-07-10,Pending
205,67,Salary,12462,UPI,Union Bank of India,ZYUA7741587903632,2023-04-22,Failed
206,67,Claim_Payout,38287,UPI,Dhanlaxmi Bank,CCIO0579416809482,2025-08-05,Failed
207,68,Salary,108918,UPI,ICICI Bank,YHTE7880946363611,2023-11-18,Failed
208,68,Salary,69731,Cash,,,2024-08-05,Pending
209,68,Salary,83955,UPI,South Indian Bank,DFHX3637317475559,2025-01-08,Failed
210,68,Salary,115994,Bank Transfer,Bank of Baroda,UAVM2173095679392,2025-08-27,Success
211,69,Salary,40044,Cash,,,2023-06-13,Failed
212,69,Claim_Payout,56180,UPI,Jammu & Kashmir Bank,FOPX3259594713054,2025-06-02,Success
213,69,Reimbursement,30332,UPI,Bank of Maharashtra,TDZG6952403934265,2024-05-29,Pending
214,69,Salary,137172,Cash,,,2023-05-22,Failed
215,70,Salary,12022,Cash,,,2025-03-21,Success
216,70,Claim_Payout,54584,Cash,,,2023-12-18,Failed
217,71,Claim_Payout,14110,UPI,Canara Bank,ONDL1725689203293,2025-03-14,Success
218,71,Salary,29356,Bank Transfer,RBL Bank,SLMV4940365878569,2023-10-03,Failed
219,72,Claim_Payout,59486,Cash,,,2024-11-09,Pending
220,72,Claim_Payout,136771,Bank Transfer,Dhanlaxmi Bank,LRHV4007134458249,2025-08-31,Pending
221,72,Salary,133225,Bank Transfer,Union Bank of India,BAIH2336346363292,2024-08-28,Pending
222,72,Claim_Payout,142929,Bank Transfer,Indian Overseas Bank,LRTR9729142707877,2024-12-20,Success
223,73,Reimbursement,75726,Bank Transfer,CSB Bank,TUKN6665976955628,2024-06-23,Pending
224,73,Reimbursement,18245,Bank Transfer,UCO Bank,ENMM2651462001475,2025-04-28,Failed
225,73,Claim_Payout,72006,UPI,Kotak Mahindra Bank,GHNJ2898683885441,2023-10-31,Success
226,73,Salary,29724,UPI,Bandhan Bank,TXJW2318644092428,2023-07-23,Success
227,74,Reimbursement,58927,Bank Transfer,Bandhan Bank,YBZP9517353005676,2024-08-26,Success
228,74,Salary,114683,Bank Transfer,Bandhan Bank,DKEG1271702565289,2023-09-22,Pending
229,75,Claim_Payout,26774,Bank Transfer,CSB Bank,OVKP4445715529722,2024-03-06,Success
230,75,Salary,72053,Cash,,,2023-05-22,Success
231,75,Claim_Payout,90377,Bank Transfer,UCO Bank,JIHM4296014145841,2025-09-13,Pending
232,76,Claim_Payout,75031,UPI,Bank of Baroda,HICG6845145255675,2024-01-31,Failed
233,76,Claim_Payout,58757,Cash,,,2024-10-22,Pending
234,76,Reimbursement,77963,Cash,,,2025-12-30,Failed
235,76,Reimbursement,128446,Cash,,,2026-01-16,Success
236,77,Claim_Payout,116445,UPI,Karur Vysya Bank,JQGZ5519644035366,2025-01-14,Failed
237,77,Salary,117871,UPI,Jammu & Kashmir Bank,MNKN0737214700324,2023-02-07,Pending
238,77,Claim_Payout,75746,Cash,,,2025-11-20,Success
239,78,Salary,55366,UPI,Karur Vysya Bank,FAAE1057937482074,2023-05-29,Pending
240,78,Salary,44176,UPI,Karur Vysya Bank,FZDL8720840872788,2024-07-31,Success
241,78,Salary,113401,Bank Transfer,Punjab and Sind Bank,XQZD9748078144303,2024-03-26,Failed
242,79,Claim_Payout,86319,Bank Transfer,Punjab National Bank,CVLL9356683033442,2024-07-22,Failed
243,79,Salary,83908,UPI,Indian Overseas Bank,TUUW1357470526175,2025-06-19,Success
244,79,Salary,19360,Bank Transfer,Union Bank of India,FNBM9253088665052,2024-07-01,Success
245,80,Claim_Payout,42355,Bank Transfer,Indian Overseas Bank,PDHG2310111670077,2024-05-07,Pending
246,80,Salary,37505,Cash,,,2025-04-07,Failed
247,80,Reimbursement,11858,Bank Transfer,Canara Bank,VVYH0951391019465,2023-11-12,Failed
248,80,Reimbursement,95414,UPI,Bandhan Bank,DNGI9869091427320,2023-12-16,Success
249,81,Claim_Payout,38627,UPI,South Indian Bank,NISH5656952338532,2024-05-03,Pending
250,81,Salary,61613,UPI,HDFC Bank,DMPX7953581067007,2024-01-02,Success
251,82,Salary,90416,Bank Transfer,Bank of Maharashtra,OIRP1511269290630,2025-01-11,Failed
252,82,Reimbursement,69814,UPI,IDBI Bank,EFBS5391021009262,2025-04-18,Pending
253,82,Claim_Payout,117589,UPI,Union Bank of India,NIVJ9863014780993,2025-12-12,Pending
254,82,Claim_Payout,89403,Bank Transfer,CSB Bank,LIEY6856534155355,2026-01-11,Success
255,83,Reimbursement,59979,Cash,,,2025-12-02,Pending
256,83,Claim_Payout,124083,Cash,,,2025-10-19,Pending
257,83,Claim_Payout,59318,Cash,,,2025-04-10,Failed
258,84,Reimbursement,62900,UPI,Punjab National Bank,BRPN2455051177889,2023-07-12,Pending
259,84,Reimbursement,34373,Cash,,,2023-04-17,Success
260,84,Salary,143031,Cash,,,2023-11-02,Success
261,85,Salary,102473,Bank Transfer,ICICI Bank,KRNA2604044121696,2024-05-04,Success
262,85,Reimbursement,74356,Bank Transfer,City Union Bank,IZEK7696891735916,2024-10-10,Success
263,85,Claim_Payout,37857,Cash,,,2023-03-08,Pending
264,86,Claim_Payout,98510,Bank Transfer,Bank of India,QELC2085012724036,2025-07-12,Failed
265,86,Reimbursement,136864,Bank Transfer,Bank of India,PSIZ2540782788547,2023-04-13,Failed
266,87,Salary,38449,Bank Transfer,Bandhan Bank,FIBJ7720382877015,2025-05-16,Success
267,87,Salary,140022,Cash,,,2024-10-09,Failed
268,87,Claim_Payout,85555,UPI,Bank of Baroda,PVEC6577994824348,2025-02-14,Failed
269,87,Reimbursement,77290,Cash,,,2024-10-29,Pending
270,88,Claim_Payout,10077,Bank Transfer,Tamilnad Mercantile Bank,QEKB7257994599783,2024-07-28,Success
271,88,Claim_Payout,18167,Bank Transfer,RBL Bank,MUQF6487589312051,2025-01-03,Pending
272,89,Salary,68590,Cash,,,2024-12-27,Failed
273,89,Reimbursement,68641,UPI,Dhanlaxmi Bank,XLVK0702956711310,2025-01-28,Failed
274,89,Claim_Payout,57467,Bank Transfer,Canara Bank,UIJK7966270835889,2024-09-29,Failed
275,89,Reimbursement,84113,Bank Transfer,State Bank of India,MQEU2957080672007,2023-07-21,Success
276,90,Claim_Payout,29050,Bank Transfer,Tamilnad Mercantile Bank,UPHL3396284623408,2025-04-19,Pending
277,90,Salary,20443,UPI,Nainital Bank,XHIG3151663325284,2024-11-21,Pending
278,90,Claim_Payout,145704,Cash,,,2023-12-18,Failed
279,91,Reimbursement,109611,Bank Transfer,IndusInd Bank,YEHH9415754036991,2023-08-29,Pending
280,91,Salary,53964,Cash,,,2023-04-07,Pending
281,91,Reimbursement,143882,UPI,IDBI Bank,HSOE3515655773688,2024-12-12,Failed
282,92,Salary,21075,UPI,IndusInd Bank,AMLP1933393888401,2025-02-01,Failed
283,92,Claim_Payout,10273,UPI,Karur Vysya Bank,LYLU9574099918876,2023-08-06,Pending
284,93,Reimbursement,72204,Cash,,,2023-04-16,Pending
285,93,Reimbursement,66648,Bank Transfer,Bank of Maharashtra,PGGA8152851953577,2025-05-07,Failed
286,94,Salary,71527,Bank Transfer,City Union Bank,LXQB5120096590707,2023-06-01,Pending
287,94,Salary,63641,UPI,Nainital Bank,NSYK0032794321754,2023-10-11,Success
288,95,Reimbursement,77638,Bank Transfer,RBL Bank,LGAR2626434696655,2023-12-17,Failed
289,95,Claim_Payout,142059,Cash,,,2023-09-26,Pending
290,95,Reimbursement,111685,Cash,,,2024-12-14,Success
291,95,Salary,87370,Bank Transfer,ICICI Bank,UDMG1455642286234,2023-05-21,Failed
292,96,Salary,16508,Cash,,,2025-05-21,Success
293,96,Claim_Payout,56570,Bank Transfer,City Union Bank,UXQC1843331549714,2023-11-09,Pending
294,96,Reimbursement,84848,Bank Transfer,Nainital Bank,ICYI7528449139172,2023-12-30,Failed
295,96,Claim_Payout,124044,Cash,,,2025-01-06,Success
296,97,Claim_Payout,126817,Cash,,,2024-06-04,Failed
297,97,Claim_Payout,91169,Bank Transfer,ICICI Bank,EADN2067828570104,2025-02-06,Failed
298,97,Salary,115418,UPI,IDBI Bank,JWSX6244566194860,2023-12-21,Pending
299,98,Claim_Payout,54101,UPI,Central Bank of India,DFGX9789438814485,2025-02-24,Failed
300,98,Reimbursement,119538,Cash,,,2025-05-17,Failed
301,99,Salary,138184,UPI,RBL Bank,IBVO6385446138540,2023-07-22,Success
302,99,Salary,104959,UPI,Bank of Baroda,RXMA7446321073655,2024-08-21,Success
303,100,Claim_Payout,141361,UPI,Federal Bank,OAKF7304639151800,2025-01-22,Failed
304,100,Reimbursement,131179,Bank Transfer,Karnataka Bank,GDMR9375326886474,2025-11-30,Failed
305,100,Reimbursement,141945,Cash,,,2025-01-22,Failed
306,100,Claim_Payout,94281,Bank Transfer,IndusInd Bank,SAFX8623994833419,2023-03-31,Failed
307,101,Claim_Payout,141486,UPI,Indian Overseas Bank,EOHF4558092610273,2024-05-22,Pending
308,101,Claim_Payout,121088,UPI,IDFC First Bank,VZPL8744706302575,2025-09-29,Pending
309,101,Claim_Payout,35720,Cash,,,2023-09-17,Pending
310,101,Reimbursement,74817,Bank Transfer,Jammu & Kashmir Bank,ZROT7016623724572,2025-05-12,Pending
311,102,Salary,57046,UPI,Federal Bank,KJRI1009855105533,2024-12-27,Failed
312,102,Salary,61406,Cash,,,2023-06-12,Pending
313,102,Reimbursement,29196,Bank Transfer,Dhanlaxmi Bank,HQPZ6195208504236,2025-02-10,Pending
314,103,Salary,98617,Cash,,,2025-08-02,Success
315,103,Reimbursement,69957,Cash,,,2025-04-25,Pending
316,104,Salary,83703,UPI,Karur Vysya Bank,YSKM0616932114342,2024-04-27,Failed
317,104,Claim_Payout,120612,Cash,,,2025-03-07,Success
318,104,Salary,50867,UPI,Dhanlaxmi Bank,QLEH3745047650793,2025-06-11,Failed
319,104,Claim_Payout,132332,Cash,,,2023-06-24,Success
320,105,Reimbursement,63438,Cash,,,2025-07-01,Pending
321,105,Claim_Payout,120248,Cash,,,2025-03-29,Failed
322,105,Claim_Payout,20432,Cash,,,2024-11-26,Success
323,105,Claim_Payout,76952,Bank Transfer,Bank of India,UOTD7149824172476,2025-09-19,Pending
324,106,Salary,125031,Bank Transfer,HDFC Bank,JUOP7718013526971,2025-12-25,Failed
