employee_id;employee_name;gender;date_of_birth;email;phone;department;designation;city;state;join_date;salary;employment_status
13;Hemang Nagi         ;Male  ;1967-09-22;ybora@example.org            ;             ;HR        ;Executive;Shimoga                     ;Kerala           ;2023-07-29;472538;Active  
14;Tanvi Malhotra      ;Male  ;1972-05-23;merchantadvik@example.net    ;0161033962   ;Operations;Executive;Hospet                      ;Goa              ;2023-02-11;1045481;On Leave
15;Harshil Saran       ;Male  ;1990-10-21;zehaan75@example.org         ;+915000495765;HR        ;Engineer ;Rajkot                      ;Assam            ;2023-10-04;1055057;Resigned
16;Isaac Krishna       ;Female;1979-09-15;qparekh@example.org          ;3433514171   ;Operations;Engineer ;Ambattur                    ;Madhya Pradesh   ;2023-09-02;380837;On Leave
17;Falak Grover        ;Female;1986-08-13;yatan51@example.net          ;9913303614   ;Admin     ;Engineer ;Aurangabad                  ;Andhra Pradesh   ;2021-02-21;337218;Resigned
18;Jagrati Tak         ;Male  ;1996-12-18;harrisonthaker@example.com   ;+918222254189;IT        ;Analyst  ;Cuttack                     ;Gujarat          ;2022-04-07;1199589;Resigned
19;Diya Jha            ;Female;1977-03-09;                             ;3417684878   ;Admin     ;Manager  ;Hyderabad                   ;Madhya Pradesh   ;2023-12-10;521325;Active  
20;Aarna Sunder        ;Female;1966-09-21;dbahl@example.net            ;09292244696  ;Operations;Engineer ;Pudukkottai                 ;Assam            ;2023-01-17;621220;Resigned
21;Abhimanyu Goel      ;Male  ;2001-01-14;xiti73@example.org           ;07736589430  ;Finance   ;Analyst  ;Sasaram                     ;Rajasthan        ;2024-03-12;379145;On Leave
22;Yasti Jani          ;Female;1986-04-12;chandani85@example.org       ;7911989622   ;Operations;Manager  ;Purnia                      ;Gujarat          ;2025-11-26;536953;Resigned
23;Warda Ramesh        ;Female;1988-09-28;kvarma@example.net           ;0814141291   ;Operations;Engineer ;New Delhi                   ;West Bengal      ;2024-04-23;1007930;Active  
24;Mekhala Gala        ;Female;1987-03-18;ndate@example.com            ;+911698614436;Finance   ;Analyst  ;Jhansi                      ;Mizoram          ;2024-10-16;912879;Resigned
25;Azaan Kibe          ;Female;1982-10-13;oscarmane@example.org        ;3449472857   ;HR        ;Manager  ;Bhilai                      ;Tripura          ;2022-11-02;716625;Active  
26;Samarth Mander      ;Male  ;1972-06-02;dalalagastya@example.net     ;02185946858  ;Operations;Executive;Mumbai                      ;Bihar            ;2024-10-27;472519;Active  
27;Inaya Mody          ;Male  ;2001-10-05;ynori@example.net            ;9716638049   ;HR        ;Executive;Surendranagar Dudhrej       ;Punjab           ;2025-06-15;823817;On Leave
28;Dalaja Garde        ;Male  ;1995-08-23;jagvivora@example.org        ;6966599173   ;IT        ;Analyst  ;Jaipur                      ;Maharashtra      ;2022-05-21;399253;Active  
29;Anamika Gokhale     ;Female;1970-01-21;pallaaishani@example.net     ;08427472780  ;HR        ;Executive;Sasaram                     ;Bihar            ;2024-08-26;829983;Resigned
30;Isha Bhavsar        ;Male  ;1995-03-04;                             ;+911649438335;Finance   ;Executive;Coimbatore                  ;Assam            ;2025-07-05;769599;Resigned
31;Upadhriti Vaidya    ;Male  ;2003-01-04;gangulychameli@example.net   ;8459368627   ;HR        ;Executive;Phagwara                    ;Karnataka        ;2022-12-13;954082;Resigned
32;Yash Balasubramanian;Female;1992-06-16;rachana34@example.org        ;+912979294782;IT        ;Manager  ;Durgapur                    ;Tamil Nadu       ;2024-10-22;516080;Resigned
33;Dayita Rattan       ;Female;1981-06-05;jhaveridalaja@example.org    ;+913657120090;Operations;Executive;Visakhapatnam               ;Meghalaya        ;2025-07-22;807498;Resigned
34;Hema Maharaj        ;Male  ;1973-02-04;                             ;+917762334789;Admin     ;Manager  ;Rajpur Sonarpur             ;Manipur          ;2023-04-03;644946;Resigned
35;Watika Choudhry     ;Male  ;1979-08-13;batraalexander@example.org   ;05694362200  ;Admin     ;Executive;Ulhasnagar                  ;Sikkim           ;2025-09-03;800582;On Leave
36;Ladli Kumar         ;Male  ;1973-11-27;sherechavvi@example.org      ;+918082041613;HR        ;Manager  ;Panchkula                   ;Rajasthan        ;2022-03-02;548334;On Leave
37;Rehaan Sem          ;Male  ;1991-08-01;amrita43@example.org         ;+919925698805;HR        ;Analyst  ;Siwan                       ;Gujarat          ;2025-08-15;717614;Resigned
38;Ekaraj Loke         ;Male  ;1969-12-24;peter12@example.org          ;+916001878515;Admin     ;Analyst  ;Cuttack                     ;Nagaland         ;2021-05-05;342357;Active  
39;Kabir Rana          ;Female;1995-06-02;vohraanamika@example.org     ;05140604524  ;Finance   ;Analyst  ;Bhiwandi                    ;West Bengal      ;2023-08-23;851893;On Leave
40;Pavani Korpal       ;Male  ;1999-04-10;ganganigam@example.net       ;09712788988  ;IT        ;Analyst  ;Jalna                       ;Telangana        ;2022-05-24;333490;Active  
41;Kamala Ramachandran ;Male  ;2000-07-09;gunbir65@example.org         ;1048564554   ;Admin     ;Manager  ;Saharsa                     ;Mizoram          ;2021-02-17;430388;Resigned
42;Manthan Nadig       ;Female;1987-03-21;ekapad74@example.com         ;05619020879  ;Operations;Executive;Sambalpur                   ;Tamil Nadu       ;2025-12-09;1176398;Active  
43;Janaki Prabhakar    ;Male  ;1992-06-16;ucchal95@example.net         ;2024392126   ;Admin     ;Engineer ;Navi Mumbai                 ;Nagaland         ;2023-04-27;942286;Active  
44;Samarth Lal         ;Female;1969-08-09;borateerth@example.net       ;+918609574339;HR        ;Manager  ;Noida                       ;Maharashtra      ;2024-11-26;1035462;On Leave
45;Ranbir Subramaniam  ;Female;1970-01-03;nikita30@example.net         ;6871698996   ;IT        ;Analyst  ;Nagercoil                   ;West Bengal      ;2024-12-16;367308;On Leave
46;Ranveer Mistry      ;Male  ;1965-06-08;mittalyauvani@example.net    ;08984868869  ;Operations;Executive;Bidhannagar                 ;Jharkhand        ;2022-03-04;1038811;On Leave
47;Logan Gaba          ;Female;1982-04-05;samrabalhaar@example.com     ;06401106474  ;Operations;Analyst  ;Ongole                      ;Tripura          ;2023-12-03;628566;Active  
48;Tanmayi Dada        ;Male  ;1997-12-24;maanav62@example.org         ;+914529464846;Finance   ;Manager  ;Bhiwani                     ;Karnataka        ;2025-03-11;998075;Resigned
49;Vyanjana Ratti      ;Female;1993-12-28;bhattkai@example.org         ;+913014271620;HR        ;Analyst  ;Purnia                      ;Punjab           ;2021-06-29;856576;Active  
50;Pahal Palan         ;Female;1968-04-06;sainijagat@example.com       ;4270316174   ;HR        ;Engineer ;Singrauli                   ;Bihar            ;2025-02-18;844344;Active  
51;Manthan Raju        ;Male  ;1978-10-02;aarinisaha@example.net       ;4783957105   ;IT        ;Executive;Pimpri-Chinchwad            ;Nagaland         ;2024-10-20;945540;Active  
52;Harrison Karnik     ;Male  ;1999-08-19;anamika36@example.org        ;+914368908982;Admin     ;Engineer ;Gopalpur                    ;Himachal Pradesh ;2025-02-21;366065;On Leave
53;Amara Swamy         ;Female;1979-08-26;mpillai@example.com          ;+915292978208;Finance   ;Analyst  ;Dehri                       ;Tamil Nadu       ;2022-03-17;938664;Resigned
54;Divya Tak           ;Male  ;1997-10-02;jagat22@example.net          ;             ;Operations;Analyst  ;Bhusawal                    ;Karnataka        ;2021-02-04;1016792;Active  
55;Dalaja Kannan       ;Male  ;1970-10-25;atiom@example.com            ;8601552142   ;Operations;Executive;Sri Ganganagar              ;Assam            ;2021-11-03;780588;Resigned
56;Charita Nadig       ;Female;1982-01-01;chandran50@example.org       ;+916531540851;IT        ;Manager  ;Cuttack                     ;Punjab           ;2023-05-14;899506;Active  
57;Gavin Wable         ;Female;1997-06-04;zwason@example.com           ;+914820981233;Operations;Analyst  ;Panipat                     ;Nagaland         ;2021-03-25;803995;On Leave
58;Anika Wagle         ;Male  ;1982-11-15;zdate@example.net            ;+915185888909;HR        ;Engineer ;Amroha                      ;Sikkim           ;2022-03-08;764005;Active  
59;Falan Dhar          ;Female;1979-10-12;xnayak@example.com           ;+912676192449;Operations;Engineer ;Siwan                       ;Andhra Pradesh   ;2022-03-09;1170331;Resigned
60;Harrison Sharaf     ;Male  ;1967-02-16;rsami@example.com            ;06970170001  ;Admin     ;Engineer ;Bettiah                     ;Mizoram          ;2024-02-02;316170;Resigned
61;Ishani Som          ;Male  ;1981-09-29;hiteshparmar@example.org     ;+910565409666;Finance   ;Engineer ;Durg                        ;Tripura          ;2023-12-18;893627;Resigned
62;Wazir Venkataraman  ;Female;1974-11-20;omishaan@example.net         ;+918751907362;Admin     ;Executive;Ambattur                    ;Bihar            ;2023-03-04;1086835;Active  
63;Falguni Korpal      ;Male  ;1996-06-14;fpingle@example.net          ;3676819742   ;IT        ;Engineer ;Ahmedabad                   ;Madhya Pradesh   ;2024-08-02;454176;On Leave
64;Atharv Borde        ;Male  ;1977-07-06;qpurohit@example.net         ;02281407638  ;Operations;Engineer ;Kolkata                     ;Nagaland         ;2023-03-08;611774;Resigned
65;Nathan Gola         ;Female;1988-05-14;faqidyadav@example.net       ;+912690836308;IT        ;Analyst  ;Dibrugarh                   ;Tamil Nadu       ;2025-08-16;584980;Resigned
66;Yug Rao             ;Female;1996-09-13;bavalila@example.org         ;1708300474   ;HR        ;Executive;Rourkela                    ;Punjab           ;2022-03-11;466975;On Leave
67;Saumya Thaker       ;Female;1993-06-24;megharamachandran@example.org;04524942915  ;Admin     ;Engineer ;Asansol                     ;Himachal Pradesh ;2023-03-25;1140315;On Leave
68;Ikshita Rajagopalan ;Male  ;1984-01-21;jarya@example.org            ;             ;IT        ;Engineer ;Begusarai                   ;Manipur          ;2024-05-21;579648;Active  
69;Fitan Brahmbhatt    ;Female;1975-06-24;balannidra@example.com       ;02992881362  ;Operations;Engineer ;Panihati                    ;Sikkim           ;2024-06-08;955265;Active  
70;Pranav Kar          ;Male  ;1985-04-30;ijayaswamy@example.net       ;01843704991  ;Operations;Analyst  ;Raiganj                     ;Himachal Pradesh ;2021-07-21;610166;Active  
71;Diya Dutta          ;Female;1974-01-26;chowdhuryradhika@example.net ;3388613682   ;HR        ;Manager  ;Delhi                       ;Tamil Nadu       ;2022-02-01;605246;On Leave
72;Kritika Subramaniam ;Female;2002-02-23;amritabarad@example.net      ;+918836466471;Finance   ;Engineer ;Gaya                        ;Nagaland         ;2021-03-12;484232;Resigned
73;Chaitanya Suresh    ;Male  ;1979-08-25;vyohannan@example.org        ;+911067329838;HR        ;Executive;Nagaon                      ;Kerala           ;2022-09-26;581546;Active  
74;Jagvi Bhattacharyya ;Male  ;1988-04-08;shankerchaitanya@example.net ;+912470981961;Finance   ;Executive;Anand                       ;Uttarakhand      ;2025-12-05;621875;On Leave
75;Meera Loyal         ;Female;1989-01-10;jbawa@example.com            ;+916495299841;Finance   ;Manager  ;Vijayanagaram               ;Madhya Pradesh   ;2025-06-25;741736;Active  
76;Ishaan Bansal       ;Male  ;2004-02-10;                             ;08059171875  ;Finance   ;Executive;Nanded                      ;Karnataka        ;2024-02-17;459288;Active  
77;Madhav Divan        ;Female;1972-05-27;gnadig@example.com           ;05495013468  ;Operations;Engineer ;Chapra                      ;Uttar Pradesh    ;2021-10-08;580920;Resigned
78;Onkar Loke          ;Female;1993-03-22;datebarkha@example.net       ;4331470843   ;Admin     ;Engineer ;Jamalpur                    ;Karnataka        ;2023-12-13;912263;Active  
79;Zaitra Deol         ;Female;1967-06-18;zpatla@example.net           ;+910562809862;Finance   ;Manager  ;Muzaffarpur                 ;Bihar            ;2026-01-21;309850;Resigned
80;Yashawini Das       ;Female;1983-03-16;yhegde@example.org           ;             ;Finance   ;Executive;Suryapet                    ;Arunachal Pradesh;2021-02-19;375528;Resigned
81;Frado Viswanathan   ;Female;1976-11-08;wablesai@example.org         ;04378556139  ;HR        ;Analyst  ;Maheshtala                  ;Sikkim           ;2023-08-02;641898;Resigned
82;Urvi Patla          ;Female;1966-08-21;gbail@example.net            ;9969551638   ;Admin     ;Analyst  ;Narasaraopet                ;Odisha           ;2025-09-27;1008947;Active  
83;Shivani Sinha       ;Male  ;1976-04-25;charvi96@example.net         ;4440907753   ;IT        ;Executive;Bhagalpur                   ;Tamil Nadu       ;2025-02-08;1000190;Resigned
84;Maanav Rajagopalan  ;Female;1994-10-28;                             ;08046055490  ;IT        ;Manager  ;Jodhpur                     ;Karnataka        ;2022-01-29;605183;On Leave
85;Kabir Menon         ;Male  ;1992-12-09;viraj02@example.net          ;9544668713   ;HR        ;Engineer ;Ahmednagar                  ;Punjab           ;2021-06-02;601484;Resigned
86;Udarsh Kohli        ;Male  ;1991-12-02;                             ;4504772205   ;HR        ;Analyst  ;Begusarai                   ;Karnataka        ;2025-06-04;432861;Resigned
87;Eesha Choudhury     ;Female;2004-10-10;anya60@example.com           ;+917183946530;Finance   ;Executive;Kavali                      ;Mizoram          ;2025-06-07;311614;Active  
88;Kai Master          ;Male  ;1968-05-08;kamdaraarush@example.net     ;             ;HR        ;Analyst  ;Karaikudi                   ;Gujarat          ;2025-01-18;1035009;On Leave
89;Amaira Merchant     ;Male  ;2004-08-24;vivaan23@example.com         ;+913870556109;IT        ;Analyst  ;Dibrugarh                   ;Rajasthan        ;2021-11-09;796267;Active  
90;Tejas Kar           ;Male  ;1977-01-27;guneet05@example.net         ;+911723045091;Admin     ;Analyst  ;Kollam                      ;Uttar Pradesh    ;2022-12-30;435160;On Leave
91;Jagdish Bhandari    ;Female;1978-10-31;daliagagan@example.net       ;+914486304355;Admin     ;Engineer ;Malda                       ;Tripura          ;2024-04-24;617986;On Leave
92;Gaurav Sandhu       ;Female;1981-09-12;loza@example.net             ;1316484556   ;IT        ;Executive;Bharatpur                   ;Kerala           ;2023-09-30;864861;Active  
93;Urishilla Vaidya    ;Female;1966-03-24;joshua42@example.com         ;2822722219   ;HR        ;Engineer ;Noida                       ;Kerala           ;2023-09-28;593295;Resigned
94;Aradhana Solanki    ;Male  ;1986-02-20;sanghamitesh@example.net     ;07125127800  ;Admin     ;Executive;Raurkela Industrial Township;Telangana        ;2024-03-04;1194642;Resigned
95;Yahvi Prasad        ;Male  ;1988-05-04;goyalkeya@example.org        ;09303459635  ;IT        ;Analyst  ;Ahmednagar                  ;Jharkhand        ;2025-11-23;395251;Active  
96;Rohan Chatterjee    ;Male  ;1974-04-12;jyotitoor@example.com        ;+912314988898;HR        ;Executive;Bahraich                    ;Odisha           ;2025-05-30;643455;Active  
97;Qadim Vala          ;Female;1989-04-06;rachitaborah@example.com     ;+913223027520;HR        ;Executive;Gwalior                     ;Punjab           ;2023-01-29;639548;On Leave
98;Gagan Sastry        ;Female;1978-06-03;nitesh90@example.org         ;07800578527  ;IT        ;Manager  ;Sasaram                     ;Karnataka        ;2025-11-19;894215;Resigned
99;Eesha Chakraborty   ;Female;1997-10-15;ojasvi14@example.org         ;             ;Finance   ;Engineer ;Ahmedabad                   ;Jharkhand        ;2022-06-10;448973;On Leave
100;Chanakya D’Alia   ;Male  ;1994-06-03;rkalla@example.com           ;9794942525   ;Operations;Executive;Sikar                       ;Kerala           ;2025-07-02;393400;Resigned
101;Meghana Sengupta    ;Female;1975-04-10;ckibe@example.net            ;3110887975   ;Finance   ;Manager  ;Phusro                      ;Tamil Nadu       ;2025-04-15;386277;Active  
102;Agastya Raju        ;Male  ;2002-09-02;lgandhi@example.net          ;00557384175  ;IT        ;Analyst  ;Nanded                      ;Chhattisgarh     ;2024-10-26;801937;Resigned
103;Januja Nazareth     ;Male  ;1976-11-11;asridhar@example.net         ;+919072836715;HR        ;Manager  ;Durgapur                    ;Goa              ;2023-11-13;734720;On Leave
104;Pranit Wagle        ;Male  ;1986-01-12;prishasidhu@example.com      ;8428984934   ;HR        ;Executive;Chennai                     ;Uttarakhand      ;2023-12-15;1195565;On Leave
105;Pavani Rai          ;Male  ;1999-12-16;riasengupta@example.net      ;05301118627  ;Operations;Manager  ;South Dumdum                ;Meghalaya        ;2024-11-16;332680;Resigned
106;Rishi Sengupta      ;Male  ;1998-04-16;wmannan@example.org          ;4208018375   ;IT        ;Analyst  ;Thanjavur                   ;Telangana        ;2021-12-03;740009;On Leave
107;Chatura Sidhu       ;Female;1983-12-29;vshroff@example.net          ;+912686978252;Admin     ;Manager  ;Durgapur                    ;Punjab           ;2022-09-15;434630;Resigned
108;Tarak Setty         ;Female;1975-08-30;chauhanpavani@example.org    ;02585460677  ;HR        ;Manager  ;Avadi                       ;Rajasthan        ;2026-01-01;1133386;Active  
109;Dhriti Mann         ;Male  ;1976-11-29;suripranit@example.com       ;+917181855785;Operations;Executive;Kishanganj                  ;Odisha           ;2024-12-29;1079201;Resigned
110;Vedhika Ramesh      ;Male  ;2001-07-21;ojaskhosla@example.net       ;+919305905605;IT        ;Executive;Mirzapur                    ;Punjab           ;2024-07-15;566474;Active  
111;Bhavya Kapur        ;Male  ;1986-05-26;qrajagopalan@example.org     ;+916599331956;Operations;Executive;Durg                        ;Bihar            ;2024-10-01;1166455;On Leave
112;Indali Chander      ;Male  ;1992-10-24;isaacwalla@example.net       ;+915266588433;Operations;Engineer ;Dehradun                    ;Nagaland         ;2022-06-04;789344;On Leave
113;Jagdish Sathe       ;Male  ;2004-11-13;raaginidesai@example.com     ;5920523379   ;Admin     ;Manager  ;Visakhapatnam               ;Rajasthan        ;2021-10-27;616588;Active  
114;Upasna Dhar         ;Female;1979-04-15;lakshit45@example.org        ;07087333040  ;Finance   ;Analyst  ;Kadapa                      ;Gujarat          ;2021-09-02;971693;Active  
115;Imaran Ratta        ;Female;1987-08-24;sehgalvasudha@example.net    ;02655666583  ;Operations;Analyst  ;Amritsar                    ;Chhattisgarh     ;2023-01-31;1072578;On Leave
116;Ansh Khosla         ;Male  ;1991-11-05;                             ;+912800646235;Finance   ;Manager  ;Tiruvottiyur                ;Odisha           ;2021-06-17;1196580;On Leave
117;Kai Virk            ;Female;1989-11-01;pallajacob@example.org       ;1620522407   ;IT        ;Engineer ;Karawal Nagar               ;Assam            ;2024-09-22;561671;On Leave
118;Upma Thaker         ;Female;1971-08-27;meerarout@example.org        ;6757113995   ;Operations;Manager  ;Jalandhar                   ;Kerala           ;2021-12-16;478817;Resigned
119;Indrajit Chahal     ;Male  ;1965-04-22;fkeer@example.com            ;09096846090  ;Admin     ;Manager  ;Udupi                       ;Meghalaya        ;2024-10-13;624905;Active  
120;Amruta Nagy         ;Male  ;1997-07-27;dwalla@example.com           ;2774992586   ;HR        ;Analyst  ;Karaikudi                   ;Punjab           ;2024-06-12;936619;Resigned
121;Thomas Mohan        ;Female;1966-03-24;divanwakeeta@example.org     ;04484218270  ;Finance   ;Manager  ;Nandyal                     ;Telangana        ;2025-11-27;834968;Resigned
122;Kamya Dass          ;Male  ;1966-01-21;amrutabhattacharyya@example.c;00480961159  ;Operations;Executive;Mysore                      ;Punjab           ;2025-04-19;316348;On Leave
123;Caleb Guha          ;Female;1976-08-08;dadabrijesh@example.org      ;             ;Finance   ;Engineer ;Phusro                      ;Maharashtra      ;2023-04-30;1074742;Resigned
124;Bhavika Kothari     ;Female;1969-10-17;dakshesh06@example.net       ;07661230665  ;Finance   ;Analyst  ;Sasaram                     ;Chhattisgarh     ;2022-07-31;668849;Resigned
125;Veer Bhargava       ;Male  ;1989-12-08;sekhonekanta@example.org     ;             ;HR        ;Analyst  ;Jalna                       ;Gujarat          ;2022-03-10;753187;Resigned
126;Bakhshi Raja        ;Male  ;1996-03-01;deepvincent@example.com      ;1496385133   ;HR        ;Analyst  ;Ramgarh                     ;Bihar            ;2022-07-28;687804;Active  
127;Jagrati Sant        ;Female;1992-04-21;obajwa@example.com           ;+916204696139;Finance   ;Analyst  ;Nangloi Jat                 ;Punjab           ;2024-08-25;818191;On Leave
128;Yashoda Chhabra     ;Male  ;1987-03-27;aashibakshi@example.net      ;1574142166   ;Finance   ;Executive;Nangloi Jat                 ;Odisha           ;2022-03-01;723099;Resigned
129;Vyanjana Kaul       ;Female;1999-09-22;puridavid@example.com        ;1307149050   ;Operations;Analyst  ;Srinagar                    ;Uttarakhand      ;2021-06-11;966062;On Leave
130;Irya Morar          ;Male  ;1971-03-29;uparmar@example.org          ;5835933344   ;Operations;Manager  ;Barasat                     ;Odisha           ;2021-02-05;1049975;Active  
131;Zayyan Karpe        ;Female;1975-02-07;neelchad@example.com         ;03228915632  ;IT        ;Executive;Amroha                      ;Gujarat          ;2024-06-19;397415;Active  
132;Deepa Kannan        ;Male  ;1984-10-09;fnayar@example.org           ;+913187870927;Operations;Engineer ;Panvel                      ;Bihar            ;2022-09-11;1156918;Active  
133;Yagnesh Morar       ;Male  ;1979-08-21;darika45@example.com         ;00007031574  ;Operations;Analyst  ;Shahjahanpur                ;Sikkim           ;2022-01-02;483703;On Leave
134;Ayushman Hayer      ;Female;1974-04-18;sarrafayush@example.net      ;+917280321025;Operations;Analyst  ;Hazaribagh                  ;Nagaland         ;2023-04-12;481793;On Leave
135;Mitali Anand        ;Male  ;2002-01-24;                             ;08887412796  ;IT        ;Analyst  ;Tadipatri                   ;Gujarat          ;2025-07-13;1169137;On Leave
136;Zansi Behl          ;Male  ;1986-08-23;theodorenagar@example.com    ;+916978102868;HR        ;Executive;Tinsukia                    ;Himachal Pradesh ;2021-06-08;1107918;Resigned
137;Rishi Modi          ;Female;1990-12-10;zarna09@example.com          ;+918882313720;Finance   ;Manager  ;Ichalkaranji                ;Andhra Pradesh   ;2022-05-06;727406;On Leave
138;Balveer Sani        ;Female;1997-05-18;tejassidhu@example.net       ;+916312587785;Finance   ;Engineer ;Ballia                      ;Haryana          ;2024-10-29;1093132;On Leave
139;Netra Parekh        ;Female;1991-05-07;krishnacherian@example.org   ;9510697071   ;Finance   ;Engineer ;Malda                       ;Kerala           ;2025-05-31;473027;Resigned
140;Gautami Bansal      ;Female;1983-11-22;kai92@example.com            ;4737608414   ;HR        ;Analyst  ;Nagpur                      ;Odisha           ;2021-10-11;569530;On Leave
141;Yoshita Golla       ;Male  ;1979-12-17;faris27@example.com          ;07719791000  ;HR        ;Analyst  ;Vadodara                    ;Himachal Pradesh ;2023-09-15;624497;On Leave
142;Vansha Nazareth     ;Male  ;1966-03-22;poommen@example.org          ;             ;Operations;Manager  ;Thane                       ;Goa              ;2023-10-14;508704;On Leave
143;Suhani Yohannan     ;Female;2000-11-23;balvansami@example.org       ;08730966686  ;HR        ;Analyst  ;Mango                       ;Karnataka        ;2025-11-11;307322;Resigned
144;Farhan Sodhi        ;Female;1993-08-06;qushidyal@example.net        ;8892467457   ;Finance   ;Engineer ;Suryapet                    ;Madhya Pradesh   ;2023-06-30;371371;Active  
145;Jagrati Wali        ;Male  ;1980-05-29;                             ;02494702713  ;Finance   ;Engineer ;Gorakhpur                   ;Madhya Pradesh   ;2021-07-17;1019906;On Leave
146;Ekansh Chandran     ;Male  ;1996-12-09;dbakshi@example.com          ;+918735971556;Operations;Engineer ;Ramagundam                  ;Assam            ;2023-01-04;428898;Active  
147;Ikshita Sane        ;Male  ;1994-06-01;llata@example.org            ;+915561959221;Admin     ;Manager  ;Morena                      ;Tamil Nadu       ;2023-01-16;748870;Active  
148;Neel Jani           ;Male  ;1985-05-30;lakshitratta@example.com     ;05081053236  ;HR        ;Manager  ;Sasaram                     ;Odisha           ;2023-05-19;969203;On Leave
149;Hamsini Subramaniam ;Male  ;1988-03-30;bhaktaliam@example.net       ;7210102437   ;Operations;Executive;Hosur                       ;Mizoram          ;2023-05-15;408247;On Leave
150;Leena Cheema        ;Male  ;1991-12-18;                             ;5290604509   ;Finance   ;Engineer ;Ratlam                      ;Odisha           ;2021-02-22;854130;On Leave
151;Manya Behl          ;Male  ;2004-10-14;bchatterjee@example.com      ;1900896526   ;Admin     ;Manager  ;Asansol                     ;Uttar Pradesh    ;2023-06-28;992423;Resigned
152;Ojas Singh          ;Male  ;1985-01-17;bakhshi68@example.net        ;02527698281  ;HR        ;Analyst  ;Bhilwara                    ;Madhya Pradesh   ;2025-03-21;380454;Active  
153;Bina Dutta          ;Male  ;1983-05-10;hmahal@example.com           ;+911172733031;Admin     ;Analyst  ;Jalandhar                   ;Telangana        ;2021-05-18;619405;Active  
154;Caleb Krishnan      ;Male  ;1993-04-19;idikacomar@example.org       ;             ;Admin     ;Executive;Anand                       ;Uttar Pradesh    ;2025-11-12;1146621;On Leave
155;Eshana Wagle        ;Female;1969-11-09;aurorachanchal@example.org   ;01004849947  ;Finance   ;Analyst  ;Kochi                       ;Uttar Pradesh    ;2022-12-17;350656;Resigned
156;Jeremiah Upadhyay   ;Female;1999-03-10;pausanya@example.org         ;02415435928  ;HR        ;Engineer ;Srikakulam                  ;Andhra Pradesh   ;2023-01-06;335515;On Leave
157;Jagrati Datta       ;Male  ;1992-11-07;prisha97@example.org         ;00848533336  ;HR        ;Analyst  ;Bardhaman                   ;West Bengal      ;2021-01-26;581202;Active  
158;Yashawini Dey       ;Male  ;1994-03-03;hchana@example.com           ;+913166217832;HR        ;Engineer ;Darbhanga                   ;Kerala           ;2023-11-02;1024543;On Leave
159;Zayan Dixit         ;Female;1967-03-05;aarinisubramaniam@example.net;0502343165   ;IT        ;Executive;Jhansi                      ;Bihar            ;2021-02-05;523115;Active  
160;Harinakshi Narayan  ;Male  ;1992-12-27;aarini69@example.com         ;09163975401  ;HR        ;Executive;Tirunelveli                 ;Punjab           ;2022-12-23;764171;On Leave
161;Chaaya Sampath      ;Male  ;1992-03-06;birmekhala@example.org       ;9376716273   ;HR        ;Engineer ;Proddatur                   ;Tripura          ;2021-05-14;833541;On Leave
162;Chaaya Dewan        ;Female;1982-02-24;vamakshi26@example.com       ;5340489474   ;IT        ;Executive;Kozhikode                   ;Jharkhand        ;2023-04-19;443779;Resigned
